layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,lat,lon,source_db,oc,om,porosity,bd,rmse,n_points,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m,sample_type,sample_type_source
TG_2_2,TG_2,silt loam,0.14715969958504851,1.5064679500011326,0.091684788691084,0.4595327267859534,28.772877287728775,63.98639863986399,7.240724072407241,0.83952588,40.0,36.522778,101.663889,Tong_YellowRiver,,,,1.541094175,0.0011591490670684696,11,0.09756049953704052,0.46092046109500073,0.12732821166544953,1.3784982624038205,0.4042120388209286,0.0008247655760715381,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_2_5,TG_2,silt loam,0.16442775956551658,1.6444300488408055,0.08841394733797706,0.4874999250781356,34.15,60.18,5.67,2.0893992,100.0,36.522778,101.663889,Tong_YellowRiver,,,,1.450181709,0.0019425834223944817,11,0.09363282342132051,0.4897933769987135,0.13675158432314255,1.4580013331006814,0.4977171258270032,0.001397883648716101,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_2_10,TG_2,silt loam,0.1963757764702637,1.6473966310375974,0.08581909621588107,0.5072786477195633,29.982998299829983,63.37633763376338,6.640664066406641,4.752215100000001,200.0,36.522778,101.663889,Tong_YellowRiver,,,,1.379730361,0.0011894820922925282,11,0.08890133712610335,0.5087289666010597,0.17692556303560347,1.5311358900550156,0.4520919176683991,0.0008095808556603183,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_2_15,TG_2,silt loam,0.21521596442516067,1.682618319571709,0.08496131118206934,0.5045087155352017,25.91740825917408,65.55344465553445,8.52914708529147,7.2259476000000005,300.0,36.522778,101.663889,Tong_YellowRiver,,,,1.345550994,0.000777336156566701,11,0.08672012090748801,0.5054553400530281,0.20164914389897418,1.6036376739768998,0.44391076993288664,0.0005181315589971737,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_2_20,TG_2,silt loam,0.15655652477275087,1.7006611181189464,0.0890505012539611,0.5058226342506321,21.86,70.97,7.17,3.51117126,400.0,36.522778,101.663889,Tong_YellowRiver,,,,1.365779599,0.00014409437373186226,11,0.08872514360283772,0.5056812823640641,0.1582135791030268,1.7142829915819635,0.40581549074162554,0.00010996915335617259,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_2_25,TG_2,silt loam,0.12363306837874394,1.7620349551349979,0.09326740246523046,0.5179421534059282,35.232953409318135,58.91821635672866,5.848830233953209,4.45143882,500.0,36.522778,101.663889,Tong_YellowRiver,,,,1.337645563,0.0011735431141486538,11,0.09105149053879201,0.5170678097171271,0.13246576378007943,1.8600208983018174,0.39008516664005044,0.0009749330590429501,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_3_0,TG_3,sandy loam,0.09624520145171468,1.1796588570230584,0.026308917390251485,0.37472658434579614,48.83,45.01,6.16,1.31398902,5.0,35.4925,101.993889,Tong_YellowRiver,,,,1.741055097,0.0008435685524463952,11,7.037723361404965e-09,0.37408506491159127,0.11069602155301832,1.2851724185824165,0.12128437016079022,0.000685297303049739,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_3_1,TG_3,silt loam,0.23667326045802237,1.2083377601575556,0.05997408826982003,0.4742426666009541,39.312137572485504,53.609278144371125,7.078584283143371,1.73580744,20.0,35.4925,101.993889,Tong_YellowRiver,,,,1.509704961,0.0027497551575280292,11,4.593578248741706e-12,0.4713886368581363,0.33296273981469093,1.6514783120006928,0.09359650129386335,0.0017269178598193758,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_3_2,TG_3,silt loam,0.2341719549679648,1.4173825401951223,0.12135944907301177,0.5005175422869856,33.16,59.55,7.29,6.78083694,40.0,35.4925,101.993889,Tong_YellowRiver,,,,1.345783507,0.0027495770538930415,11,0.09960941276809851,0.4972347953169986,0.3213331925262028,1.8813305413153714,0.17684608054661513,0.0016256488567442924,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_3_5,TG_3,silt loam,0.2044464380258157,1.5153434751573942,0.1199503510433302,0.5152392995037561,38.14,55.42,6.44,3.76068648,100.0,35.4925,101.993889,Tong_YellowRiver,,,,1.333925359,0.002721537738804326,11,0.1069478512495194,0.5122499951471666,0.262685066634304,1.8868035348233545,0.22963338495314853,0.0018017979524755827,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_3_10,TG_3,silt loam,0.16847463759328368,1.743587420583514,0.0927353587031343,0.5115513307348574,26.37263726372637,67.97679767976797,5.65056505650565,3.35482608,200.0,35.4925,101.993889,Tong_YellowRiver,,,,1.413677215,0.0034829267611971417,11,0.09921035684443429,0.5157184018403863,0.12473993461779627,1.4411833365588431,0.6260553485342375,0.002539766810435874,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_3_15,TG_3,silt loam,0.18086827033694006,1.7192060488678367,0.08913866943689708,0.5105909500250411,35.06,59.8,5.14,2.9600487,300.0,35.4925,101.993889,Tong_YellowRiver,,,,1.462504882,0.0022469075906627065,11,0.0936769824028755,0.5132520116541242,0.14997226228904179,1.5141703676187273,0.5361515530076248,0.001605148270184686,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_3_20,TG_3,silt loam,0.43530446581418564,1.541208086729265,0.07842220773296767,0.5301660666563782,31.126887311268877,63.16368363163684,5.709429057094291,3.03303966,400.0,35.4925,101.993889,Tong_YellowRiver,,,,1.443903866,0.003555288695793886,11,0.06561858838602617,0.5259099017461805,0.587403997430323,2.11910746454691,0.21169134093746464,0.0013697691382684233,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
